"municipality,""yyyymm"",""Prob_ZINBASE"""
"Serra Talhada,""202209"",0.1602"
"Serra Talhada,""202210"",0.1147"
"Serra Talhada,""202211"",0.029"
"Serra Talhada,""202212"",0.0105"
"Serra Talhada,""202301"",0.0086"
"Serra Talhada,""202302"",0.0388"
"Serra Talhada,""202303"",0.0119"
"Serra Talhada,""202304"",0"
"Serra Talhada,""202305"",0.0039"
"Serra Talhada,""202306"",0.0032"
"Serrita,""202002"",0.1464"
"Serrita,""202003"",0.0061"
"Serrita,""202004"",0.0009"
"Serrita,""202005"",0.0241"
"Serrita,""202006"",0.0502"
"Serrita,""202007"",0.1718"
"Serrita,""202008"",0.1935"
"Serrita,""202009"",0.4228"
"Serrita,""202010"",0.4778"
"Serrita,""202011"",0.3357"
"Serrita,""202012"",0.1001"
"Serrita,""202101"",0.5304"
"Serrita,""202102"",0.6631"
"Serrita,""202103"",0.2572"
"Serrita,""202104"",0.1065"
"Serrita,""202105"",0.1201"
"Serrita,""202106"",0.1313"
"Serrita,""202107"",0.4389"
"Serrita,""202108"",0.3866"
"Serrita,""202109"",0.7343"
"Serrita,""202110"",0.7468"
"Serrita,""202111"",0.7893"
"Serrita,""202112"",0.4291"
"Serrita,""202201"",0.2119"
"Serrita,""202202"",0.2301"
"Serrita,""202203"",0.1338"
"Serrita,""202204"",0.0172"
"Serrita,""202205"",0.0846"
"Serrita,""202206"",0.0418"
"Serrita,""202207"",0.0885"
"Serrita,""202208"",0.4268"
"Serrita,""202209"",0.6149"
"Serrita,""202210"",0.4313"
"Serrita,""202211"",0.1929"
"Serrita,""202212"",0.0508"
"Serrita,""202301"",0.1511"
"Serrita,""202302"",0.2737"
"Serrita,""202303"",0.1035"
"Serrita,""202304"",0.0075"
"Serrita,""202305"",0.0264"
"Serrita,""202306"",0.0306"
"Sertânia,""202002"",0.3997"
"Sertânia,""202003"",0.0342"
"Sertânia,""202004"",0"
"Sertânia,""202005"",0.0361"
"Sertânia,""202006"",0.085"
"Sertânia,""202007"",0.2274"
"Sertânia,""202008"",0.2606"
"Sertânia,""202009"",0.6474"
"Sertânia,""202010"",0.6869"
"Sertânia,""202011"",0.5607"
"Sertânia,""202012"",0.1114"
"Sertânia,""202101"",0.6014"
"Sertânia,""202102"",0.7678"
"Sertânia,""202103"",0.0441"
"Sertânia,""202104"",0.3422"
"Sertânia,""202105"",0.0182"
"Sertânia,""202106"",0.0775"
"Sertânia,""202107"",0.4345"
"Sertânia,""202108"",0.2578"
"Sertânia,""202109"",0.6753"
"Sertânia,""202110"",0.7366"
"Sertânia,""202111"",0.744"
"Sertânia,""202112"",0.7092"
"Sertânia,""202201"",0.1851"
"Sertânia,""202202"",0.0432"
"Sertânia,""202203"",0.2802"
"Sertânia,""202204"",0.0843"
"Sertânia,""202205"",0.1606"
"Sertânia,""202206"",0.0621"
"Sertânia,""202207"",0.1523"
"Sertânia,""202208"",0.232"
"Sertânia,""202209"",0.3891"
"Sertânia,""202210"",0.4398"
"Sertânia,""202211"",0.3565"
"Sertânia,""202212"",0.0291"
"Sertânia,""202301"",0.4464"
"Sertânia,""202302"",0.5223"
"Sertânia,""202303"",0.1667"
"Sertânia,""202304"",0.0538"
"Sertânia,""202305"",0.0323"
"Sertânia,""202306"",0.0787"
"Sirinhaém,""202202"",0.0009"
"Sirinhaém,""202203"",0.0052"
"Sirinhaém,""202204"",0"
"Sirinhaém,""202205"",0.0006"
"Sirinhaém,""202206"",0"
"Sirinhaém,""202207"",0"
"Sirinhaém,""202208"",0"
"Sirinhaém,""202209"",0.0075"
"Sirinhaém,""202210"",0.0272"
"Sirinhaém,""202211"",0.0867"
"Sirinhaém,""202212"",0.0175"
"Sirinhaém,""202301"",0.0422"
"Sirinhaém,""202302"",0.0327"
"Sirinhaém,""202303"",0.002"
"Sirinhaém,""202304"",0.0012"
"Sirinhaém,""202305"",0"
"Sirinhaém,""202306"",0.0001"
"Solidão,""202002"",0.1642"
"Solidão,""202003"",0.0017"
"Solidão,""202004"",0.0004"
"Solidão,""202005"",0.0188"
"Solidão,""202006"",0.0216"
"Solidão,""202007"",0.1696"
"Solidão,""202008"",0.3868"
"Solidão,""202009"",0.6581"
"Solidão,""202010"",0.7063"
"Solidão,""202011"",0.5704"
"Solidão,""202012"",0.1182"
"Surubim,""202002"",0.1364"
"Surubim,""202003"",0.0596"
"Surubim,""202004"",0.0008"
"Surubim,""202005"",0.0036"
"Surubim,""202006"",0.005"
"Surubim,""202007"",0"
"Surubim,""202008"",0.0147"
"Surubim,""202009"",0.0416"
"Surubim,""202010"",0.2763"
"Surubim,""202011"",0.1847"
"Surubim,""202012"",0.084"
"Surubim,""202101"",0.0304"
"Surubim,""202102"",0.1193"
"Surubim,""202103"",0.0809"
"Surubim,""202104"",0.0304"
"Surubim,""202105"",0.0031"
"Surubim,""202106"",0"
"Surubim,""202107"",0.0051"
"Surubim,""202108"",0.002"
"Surubim,""202109"",0.0208"
"Surubim,""202110"",0.1103"
"Surubim,""202111"",0.1363"
"Surubim,""202112"",0.1416"
"Surubim,""202201"",0.0204"
"Surubim,""202202"",0.0325"
"Surubim,""202203"",0.0355"
"Surubim,""202204"",0.0243"
"Surubim,""202205"",0.0327"
"Surubim,""202206"",0.0001"
"Surubim,""202207"",0.0004"
"Surubim,""202208"",0.0018"
"Surubim,""202209"",0.0092"
"Surubim,""202210"",0.0433"
"Surubim,""202211"",0.0519"
"Surubim,""202212"",0.0299"
"Surubim,""202301"",0.0463"
"Surubim,""202302"",0.0565"
"Surubim,""202303"",0.0058"
"Surubim,""202304"",0.0023"
"Surubim,""202305"",0.0016"
"Surubim,""202306"",0.0014"
"Tacaimbó,""202002"",0.11"
"Tacaimbó,""202003"",0.0338"
"Tacaimbó,""202004"",0.0033"
"Tacaimbó,""202005"",0.0023"
"Tacaimbó,""202006"",0.0059"
"Tacaimbó,""202007"",0.0034"
"Tacaimbó,""202008"",0.0129"
"Tacaimbó,""202009"",0.0356"
"Tacaimbó,""202010"",0.1901"
"Tacaimbó,""202011"",0.3431"
"Tacaimbó,""202012"",0.1087"
"Tacaimbó,""202101"",0.0744"
"Tacaimbó,""202102"",0.2307"
"Tacaimbó,""202103"",0.1352"
"Tacaimbó,""202104"",0.0538"
"Tacaimbó,""202105"",0.0092"
"Tacaimbó,""202106"",0.0011"
"Tacaimbó,""202107"",0.0247"
"Tacaimbó,""202108"",0.0154"
"Tacaimbó,""202109"",0.0831"
"Tacaimbó,""202110"",0.2726"
"Tacaimbó,""202111"",0.3597"
"Tacaimbó,""202112"",0.1106"
"Tacaimbó,""202201"",0.0919"
"Tacaimbó,""202202"",0.0301"
"Tacaimbó,""202203"",0.0908"
"Tacaimbó,""202204"",0.1408"
"Tacaimbó,""202205"",0.0899"
"Tacaimbó,""202206"",0.0057"
"Tacaimbó,""202207"",0.0025"
"Tacaimbó,""202208"",0.0062"
"Tacaimbó,""202209"",0.018"
"Tacaimbó,""202210"",0.1242"
"Tacaimbó,""202211"",0.1216"
"Tacaimbó,""202212"",0.003"
"Tacaimbó,""202301"",0.0643"
"Tacaimbó,""202302"",0.1196"
"Tacaimbó,""202303"",0.0525"
"Tacaimbó,""202304"",0.0027"
"Tacaimbó,""202305"",0.0078"
"Tacaimbó,""202306"",0.0031"
"Tacaratu,""202202"",0.1757"
"Tacaratu,""202203"",0.1478"
"Tacaratu,""202204"",0.1052"
"Tacaratu,""202205"",0.2566"
"Tacaratu,""202206"",0.1331"
"Tacaratu,""202207"",0.203"
"Tacaratu,""202208"",0.4497"
"Tacaratu,""202209"",0.6202"
"Tacaratu,""202210"",0.4399"
"Tacaratu,""202211"",0.2583"
"Tacaratu,""202212"",0.0383"
"Tacaratu,""202301"",0.0712"
"Tacaratu,""202302"",0.4623"
"Tacaratu,""202303"",0.1334"
"Tacaratu,""202304"",0.0063"
"Tacaratu,""202305"",0.0549"
"Tacaratu,""202306"",0.0363"
"Tamandaré,""202002"",0.0701"
"Tamandaré,""202003"",0.014"
"Tamandaré,""202004"",0.0038"
"Tamandaré,""202005"",0.0035"
"Tamandaré,""202006"",0.0008"
"Tamandaré,""202007"",0"
"Tamandaré,""202008"",0.0006"
"Tamandaré,""202009"",0.0035"
"Tamandaré,""202010"",0.011"
"Tamandaré,""202011"",0.0716"
"Tamandaré,""202012"",0.0399"
"Tamandaré,""202201"",0.0015"
"Tamandaré,""202202"",0.0024"
"Tamandaré,""202203"",0.0009"
"Tamandaré,""202204"",0"
"Tamandaré,""202205"",0.0009"
"Tamandaré,""202206"",0"
"Tamandaré,""202207"",0"
"Tamandaré,""202208"",0"
"Tamandaré,""202209"",0.0014"
"Tamandaré,""202210"",0.0074"
"Tamandaré,""202211"",0.016"
"Tamandaré,""202212"",0.0088"
"Tamandaré,""202301"",0.0009"
"Tamandaré,""202302"",0.0042"
"Tamandaré,""202303"",0.001"
"Tamandaré,""202304"",0.0002"
"Tamandaré,""202305"",0"
"Tamandaré,""202306"",0"
"Taquaritinga do Norte,""202002"",0.4656"
"Taquaritinga do Norte,""202003"",0.0866"
"Taquaritinga do Norte,""202004"",0.0075"
"Taquaritinga do Norte,""202005"",0.0048"
"Taquaritinga do Norte,""202006"",0.0116"
"Taquaritinga do Norte,""202007"",0.0004"
"Taquaritinga do Norte,""202008"",0.0032"
"Taquaritinga do Norte,""202009"",0.0734"
"Taquaritinga do Norte,""202010"",0.2991"
"Taquaritinga do Norte,""202011"",0.6375"
"Taquaritinga do Norte,""202012"",0.4339"
"Terra Nova,""202002"",0.133"
"Terra Nova,""202003"",0.009"
"Terra Nova,""202004"",0.0007"
"Terra Nova,""202005"",0.0254"
"Terra Nova,""202006"",0.0651"
"Terra Nova,""202007"",0.0552"
"Terra Nova,""202008"",0.0874"
"Terra Nova,""202009"",0.2029"
"Terra Nova,""202010"",0.4504"
"Terra Nova,""202011"",0.0764"
"Terra Nova,""202012"",0.0186"
"Terra Nova,""202201"",0.1689"
"Terra Nova,""202202"",0.0976"
"Terra Nova,""202203"",0.0331"
"Terra Nova,""202204"",0.0345"
"Terra Nova,""202205"",0.0305"
"Terra Nova,""202206"",0.0412"
"Terra Nova,""202207"",0.0246"
"Terra Nova,""202208"",0.2199"
"Terra Nova,""202209"",0.3263"
"Terra Nova,""202210"",0.2109"
"Terra Nova,""202211"",0.156"
"Terra Nova,""202212"",0.0154"
"Terra Nova,""202301"",0.0129"
"Terra Nova,""202302"",0.1271"
"Terra Nova,""202303"",0.0549"
"Terra Nova,""202304"",0.0012"
"Terra Nova,""202305"",0.029"
"Terra Nova,""202306"",0.0076"
"Toritama,""202102"",0.2229"
"Toritama,""202103"",0.1154"
"Toritama,""202104"",0.0206"
"Toritama,""202105"",0.0045"
"Toritama,""202106"",0.0003"
"Toritama,""202107"",0.0123"
"Toritama,""202108"",0.0078"
"Toritama,""202109"",0.0534"
"Toritama,""202110"",0.2762"
"Toritama,""202111"",0.3181"
"Toritama,""202112"",0.2618"
"Toritama,""202201"",0.0338"
"Toritama,""202202"",0.0992"
"Toritama,""202203"",0.1043"
"Toritama,""202204"",0.0132"
"Toritama,""202205"",0.0543"
"Toritama,""202206"",0.0004"
"Toritama,""202207"",0.0008"
"Toritama,""202208"",0.0039"
"Toritama,""202209"",0.0104"
"Toritama,""202210"",0.0578"
"Toritama,""202211"",0.061"
"Toritama,""202212"",0.0102"
"Toritama,""202301"",0.0443"
"Toritama,""202302"",0.0951"
"Toritama,""202303"",0.0247"
"Toritama,""202304"",0.0023"
"Toritama,""202305"",0.0002"
"Toritama,""202306"",0.002"
"Trindade,""202002"",0.0176"
"Trindade,""202003"",0.003"
"Trindade,""202004"",0.0003"
"Trindade,""202005"",0.0019"
"Trindade,""202006"",0.0084"
"Trindade,""202007"",0.0341"
"Trindade,""202008"",0.0368"
"Trindade,""202009"",0.1045"
"Trindade,""202010"",0.1273"
"Trindade,""202011"",0.0745"
"Trindade,""202012"",0.0178"
"Trindade,""202101"",0.1121"
"Trindade,""202102"",0.2023"
"Trindade,""202103"",0.0046"
"Trindade,""202104"",0.0034"
"Trindade,""202105"",0.0057"
"Trindade,""202106"",0.0123"
"Trindade,""202107"",0.0518"
"Trindade,""202108"",0.0421"
"Trindade,""202109"",0.1541"
"Trindade,""202110"",0.1629"
"Trindade,""202111"",0.1888"
"Trindade,""202112"",0.006"
"Trindade,""202201"",0.0613"
"Trindade,""202202"",0.0104"
"Trindade,""202203"",0.0591"
"Trindade,""202204"",0.0019"
"Trindade,""202205"",0.0273"
"Trindade,""202206"",0.0581"
"Trindade,""202207"",0.0378"
"Trindade,""202208"",0.136"
"Trindade,""202209"",0.1861"
"Trindade,""202210"",0.1436"
"Trindade,""202211"",0.1276"
"Trindade,""202212"",0.0084"
"Trindade,""202301"",0.0338"
"Trindade,""202302"",0.1284"
"Trindade,""202303"",0.0435"
"Trindade,""202304"",0.0007"
"Trindade,""202305"",0.0154"
"Trindade,""202306"",0.0192"
"Tupanatinga,""202202"",0.0387"
"Tupanatinga,""202203"",0.4965"
"Tupanatinga,""202204"",0.0444"
"Tupanatinga,""202205"",0.148"
"Tupanatinga,""202206"",0.0126"
"Tupanatinga,""202207"",0.0003"
"Tupanatinga,""202208"",0.0018"
"Tupanatinga,""202209"",0.013"
"Tupanatinga,""202210"",0.2086"
"Tupanatinga,""202211"",0.3617"
"Tupanatinga,""202212"",0.0499"
"Tupanatinga,""202301"",0.0478"
"Tupanatinga,""202302"",0.3238"
"Tupanatinga,""202303"",0.207"
"Tupanatinga,""202304"",0.0258"
"Tupanatinga,""202305"",0.024"
"Tupanatinga,""202306"",0.0048"
"Tuparetama,""202002"",0.0411"
"Tuparetama,""202003"",0.0003"
"Tuparetama,""202004"",0.0001"
"Tuparetama,""202005"",0.0014"
"Tuparetama,""202006"",0.0003"
"Tuparetama,""202007"",0.0152"
"Tuparetama,""202008"",0.0314"
"Tuparetama,""202009"",0.09"
"Tuparetama,""202010"",0.11"
"Tuparetama,""202011"",0.0639"
"Tuparetama,""202012"",0.0092"
"Venturosa,""202002"",0.352"
"Venturosa,""202003"",0.1327"
"Venturosa,""202004"",0"
"Venturosa,""202005"",0.0029"
"Venturosa,""202006"",0.0092"
"Venturosa,""202007"",0.0175"
"Venturosa,""202008"",0.0383"
"Venturosa,""202009"",0.1083"
"Venturosa,""202010"",0.4085"
"Venturosa,""202011"",0.4832"
"Venturosa,""202012"",0.1434"
"Venturosa,""202101"",0.2631"
"Venturosa,""202102"",0.4898"
"Venturosa,""202103"",0.2602"
"Venturosa,""202104"",0.0288"
"Venturosa,""202105"",0.0038"
"Venturosa,""202106"",0.0005"
"Venturosa,""202107"",0.0801"
"Venturosa,""202108"",0.0332"
"Venturosa,""202109"",0.3156"
"Venturosa,""202110"",0.5557"
"Venturosa,""202111"",0.7143"
"Venturosa,""202112"",0.6915"
"Venturosa,""202201"",0.4053"
"Venturosa,""202202"",0.1532"
"Venturosa,""202203"",0.2346"
"Venturosa,""202204"",0.129"
"Venturosa,""202205"",0.0128"
"Venturosa,""202206"",0.0119"
"Venturosa,""202207"",0"
"Venturosa,""202208"",0.0091"
"Venturosa,""202209"",0.0391"
"Venturosa,""202210"",0.0715"
"Venturosa,""202211"",0.2023"
"Venturosa,""202212"",0.0541"
"Venturosa,""202301"",0.2159"
"Venturosa,""202302"",0.4661"
"Venturosa,""202303"",0.084"
"Venturosa,""202304"",0.0064"
"Venturosa,""202305"",0.0213"
"Venturosa,""202306"",0.0264"
"Verdejante,""202002"",0.0146"
"Verdejante,""202003"",0.001"
"Verdejante,""202004"",0.0014"
"Verdejante,""202005"",0.0197"
"Verdejante,""202006"",0.0055"
"Verdejante,""202007"",0.0568"
"Verdejante,""202008"",0.0894"
"Verdejante,""202009"",0.2287"
"Verdejante,""202010"",0.2699"
"Verdejante,""202011"",0.1658"
"Verdejante,""202012"",0.0338"
"Verdejante,""202101"",0.111"
"Verdejante,""202102"",0.2299"
"Verdejante,""202103"",0.0058"
"Verdejante,""202104"",0.0061"
"Verdejante,""202105"",0.0181"
"Verdejante,""202106"",0.0224"
"Verdejante,""202107"",0.0904"
"Verdejante,""202108"",0.0801"
"Verdejante,""202109"",0.2474"
"Verdejante,""202110"",0.2612"
"Verdejante,""202111"",0.2945"
"Verdejante,""202112"",0.0245"
"Verdejante,""202201"",0.0237"
"Verdejante,""202202"",0.0127"
"Verdejante,""202203"",0.0237"
"Verdejante,""202204"",0.0249"
"Verdejante,""202205"",0.0314"
"Verdejante,""202206"",0.0301"
"Verdejante,""202207"",0.0301"
"Verdejante,""202208"",0.1519"
"Verdejante,""202209"",0.2708"
"Verdejante,""202210"",0.1468"
"Verdejante,""202211"",0.0215"
"Verdejante,""202212"",0.0254"
"Verdejante,""202301"",0.0263"
"Verdejante,""202302"",0.1154"
"Verdejante,""202303"",0.0193"
"Verdejante,""202304"",0.0025"
"Verdejante,""202305"",0.0047"
"Verdejante,""202306"",0.0032"
"Vitória de Santo Antão,""202102"",0.0752"
"Vitória de Santo Antão,""202103"",0.1236"
"Vitória de Santo Antão,""202104"",0.0061"
"Vitória de Santo Antão,""202105"",0.0005"
"Vitória de Santo Antão,""202106"",0.0001"
"Vitória de Santo Antão,""202107"",0.006"
"Vitória de Santo Antão,""202108"",0.0022"
"Vitória de Santo Antão,""202109"",0.0016"
"Vitória de Santo Antão,""202110"",0.0626"
"Vitória de Santo Antão,""202111"",0.1264"
"Vitória de Santo Antão,""202112"",0.1168"
"Vitória de Santo Antão,""202201"",0.0109"
"Vitória de Santo Antão,""202202"",0.0298"
"Vitória de Santo Antão,""202203"",0.0407"
"Vitória de Santo Antão,""202204"",0.0004"
"Vitória de Santo Antão,""202205"",0.0047"
"Vitória de Santo Antão,""202206"",0"
"Vitória de Santo Antão,""202207"",0"
"Vitória de Santo Antão,""202208"",0.0002"
"Vitória de Santo Antão,""202209"",0.0061"
"Vitória de Santo Antão,""202210"",0.0379"
"Vitória de Santo Antão,""202211"",0.0627"
"Vitória de Santo Antão,""202212"",0.023"
"Vitória de Santo Antão,""202301"",0.0563"
"Vitória de Santo Antão,""202302"",0.0143"
"Vitória de Santo Antão,""202303"",0.0062"
"Vitória de Santo Antão,""202304"",0.0038"
"Vitória de Santo Antão,""202305"",0.0005"
"Vitória de Santo Antão,""202306"",0.0004"
